"","Year","Month","Day","Hour","Minute","Department","Division","Case_Type","Hundred_Block","Street_Name","Local_Area","h_block","full_address","lat","lon"
"31",2014,1,1,15,14,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","30##","E 3RD AV","Hastings-Sunrise","3000","3000 E 3RD AV, Vancouver, BC, Canada",49.2674548,-123.0412385
"32",2014,1,1,15,17,"CSG - Licenses","Animal Control","Animal Complaint - Non-Emergency Case","Intersection","E 27TH AV and ONTARIO ST","Riley Park","Intersection"," E 27TH AV and ONTARIO ST, Vancouver, BC, Canada",49.24731,-123.10504
"33",2014,1,1,16,24,"ENG - Transportation","Traffic and Data Management","Traffic & Pedestrian Signal - New","36##","SE MARINE DRIVE","Killarney","3600","3600 SE MARINE DRIVE, Vancouver, BC, Canada",49.2078855,-123.0255759
"34",2014,1,1,16,52,"ENG - Water & Sewer","Water Operations","Water Leaks/Breaks","65##","CYPRESS ST","Kerrisdale","6500","6500 CYPRESS ST, Vancouver, BC, Canada",49.2269334,-123.1492142
"35",2014,1,1,17,1,"CSG - Licenses","Animal Control","Animal Complaint - Non-Emergency Case","8##","BIDWELL ST","West End","800","800 BIDWELL ST, Vancouver, BC, Canada",49.2902569,-123.1339816
"36",2014,1,1,17,25,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","Intersection","E 43RD AV and LANARK ST","Victoria-Fraserview","Intersection"," E 43RD AV and LANARK ST, Vancouver, BC, Canada",49.23065,-123.07567
"37",2014,1,1,17,29,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","5700"," - 5899 LANARK ST","Victoria-Fraserview","5700","5700  - 5899 LANARK ST, Vancouver, BC, Canada",49.2325587,-123.0753749
"38",2014,1,1,17,32,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","33##","W 2ND AV","Kitsilano","3300","3300 W 2ND AV, Vancouver, BC, Canada",49.2701451,-123.1778224
"39",2014,1,1,17,35,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","7000"," - 7099 KNIGHT ST","Victoria-Fraserview","7000","7000  - 7099 KNIGHT ST, Vancouver, BC, Canada",49.2202921,-123.0773451
"40",2014,1,1,17,38,"ENG - Streets","Traffic and Electrical Operations","Sign - Repair","7000"," - 7099 KNIGHT ST","Victoria-Fraserview","7000","7000  - 7099 KNIGHT ST, Vancouver, BC, Canada",49.2202921,-123.0773451
"41",2014,1,1,17,47,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","35##","W 41ST AV","Dunbar Southlands","3500","3500 W 41ST AV, Vancouver, BC, Canada",49.2346351,-123.1822385
"42",2014,1,1,17,50,"ENG - Solid Waste","Sanitation","Missed Apartment Recycling Pickup","35##","W 4TH AV","Kitsilano","3500","3500 W 4TH AV, Vancouver, BC, Canada",49.2684251,-123.1818833
"43",2014,1,1,17,53,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","35##","W 4TH AV","Kitsilano","3500","3500 W 4TH AV, Vancouver, BC, Canada",49.2684251,-123.1818833
"44",2014,1,1,18,25,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","30##","E KENT AV NORTH","Killarney","3000","3000 E KENT AV NORTH, Vancouver, BC, Canada",49.2065419,-123.0450129
"45",2014,1,1,18,41,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","65##","DOMAN ST","Killarney","6500","6500 DOMAN ST, Vancouver, BC, Canada",49.2245511,-123.036415
"46",2014,1,1,18,47,"CSG - Licenses","Animal Control","Lost Pets Case","40##","STAUTLO AV","","4000","4000 STAUTLO AV, Vancouver, BC, Canada",49.2287916,-123.1938533
"47",2014,1,1,19,46,"Business Planning & Services","311 Contact Centre","Citizen Feedback","Intersection","E BROADWAY and MAIN ST","Mount Pleasant","Intersection"," E BROADWAY and MAIN ST, Vancouver, BC, Canada",49.26292,-123.10097
"48",2014,1,1,20,2,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","Intersection","E 21ST AV and PRINCE EDWARD ST","Riley Park","Intersection"," E 21ST AV and PRINCE EDWARD ST, Vancouver, BC, Canada",49.25203,-123.09665
"49",2014,1,1,20,36,"ENG - Solid Waste","Sanitation","Cart - Green (Yard Trimmings and Food Scraps)","34##","MONS DRIVE","Renfrew-Collingwood","3400","3400 MONS DRIVE, Vancouver, BC, Canada",49.2525762,-123.0308156
"50",2014,1,1,20,40,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","34##","MONS DRIVE","Renfrew-Collingwood","3400","3400 MONS DRIVE, Vancouver, BC, Canada",49.2525762,-123.0308156
"51",2014,1,1,21,12,"ENG - Water & Sewer","Water Operations","Water Service Turn On/Off Request","1##","W 22ND AV","Riley Park","100","100 W 22ND AV, Vancouver, BC, Canada",49.2508751,-123.1075638
"52",2014,1,2,7,25,"Business Planning & Services","311 Contact Centre","Citizen Feedback","30##","FRASER ST","Mount Pleasant","3000","3000 FRASER ST, Vancouver, BC, Canada",49.2577893,-123.0890851
"53",2014,1,2,7,27,"ENG - Solid Waste","Sanitation","Missed Apartment Recycling Pickup","37##","W 8TH AV","West Point Grey","3700","3700 W 8TH AV, Vancouver, BC, Canada",49.2650851,-123.185895
"54",2014,1,2,7,34,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","33##","W 1ST AV","Kitsilano","3300","3300 W 1ST AV, Vancouver, BC, Canada",49.2710551,-123.1778025
"55",2014,1,2,7,37,"CSG - Licenses","Animal Control","Animal Complaint - Non-Emergency Case","7##","RAYMUR AV","Strathcona","700","700 RAYMUR AV, Vancouver, BC, Canada",49.2781043,-123.0830185
"56",2014,1,2,7,52,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","64##","HUDSON ST","Oakridge","6400","6400 HUDSON ST, Vancouver, BC, Canada",49.2275922,-123.1349051
"57",2014,1,2,8,6,"ENG - Solid Waste","Sanitation","Recycling Bag Request","3##","W 18TH AV","Riley Park","300","300 W 18TH AV, Vancouver, BC, Canada",49.2546807,-123.1112097
"58",2014,1,2,8,9,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","27##","W 20TH AV","Arbutus Ridge","2700","2700 W 20TH AV, Vancouver, BC, Canada",49.2544451,-123.1653402
"59",2014,1,2,8,15,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","29##","W 19TH AV","Arbutus Ridge","2900","2900 W 19TH AV, Vancouver, BC, Canada",49.2553751,-123.1703218
"60",2014,1,2,8,21,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","53##","CAMOSUN ST","Dunbar Southlands","5300","5300 CAMOSUN ST, Vancouver, BC, Canada",49.2385021,-123.1966242
"61",2014,1,2,8,22,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","33##","W 23RD AV","Dunbar Southlands","3300","3300 W 23RD AV, Vancouver, BC, Canada",49.2517851,-123.1787536
"62",2014,1,2,8,23,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","27##","DUNBAR ST","Kitsilano","2700","2700 DUNBAR ST, Vancouver, BC, Canada",49.2623662,-123.183617
"63",2014,1,2,8,26,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","27##","WATERLOO ST","Kitsilano","2700","2700 WATERLOO ST, Vancouver, BC, Canada",49.2623075,-123.1797144
"64",2014,1,2,8,27,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","60##","COLLINGWOOD PLACE","Dunbar Southlands","6000","6000 COLLINGWOOD PLACE, Vancouver, BC, Canada",49.2315751,-123.1822504
"65",2014,1,2,8,28,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","46##","W 4TH AV","West Point Grey","4600","4600 W 4TH AV, Vancouver, BC, Canada",49.2689251,-123.2121332
"66",2014,1,2,8,30,"ENG - Solid Waste","Sanitation","Missed Yard Trimmings and Food Scraps Pickup","46##","W 4TH AV","West Point Grey","4600","4600 W 4TH AV, Vancouver, BC, Canada",49.2689251,-123.2121332
"67",2014,1,2,8,30,"ENG - Solid Waste","Sanitation","Missed Yard Trimmings and Food Scraps Pickup","##","W 12TH AV","Mount Pleasant","00","00 W 12TH AV, Vancouver, BC, Canada",49.26101,-123.15276
"68",2014,1,2,8,32,"CSG - Licenses","Animal Control","Dead Animal Pickup Case","26##","W 31ST AV","Arbutus Ridge","2600","2600 W 31ST AV, Vancouver, BC, Canada",49.2440551,-123.1644928
"69",2014,1,2,8,35,"ENG - Water & Sewer","Sewers Operations","Sewer Pipe Inquiries","28##","ROSEMONT DRIVE","Killarney","2800","2800 ROSEMONT DRIVE, Vancouver, BC, Canada",49.2179781,-123.0488275
"70",2014,1,2,8,36,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","27##","W 17TH AV","Arbutus Ridge","2700","2700 W 17TH AV, Vancouver, BC, Canada",49.2568951,-123.1652336
"71",2014,1,2,8,36,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","36##","W 2ND AV","Kitsilano","3600","3600 W 2ND AV, Vancouver, BC, Canada",49.2702251,-123.1837647
"72",2014,1,2,8,38,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","17##","W 59TH AV","Marpole","1700","1700 W 59TH AV, Vancouver, BC, Canada",49.2175758,-123.1462168
"73",2014,1,2,8,39,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","34##","ARCHIMEDES ST","Renfrew-Collingwood","3400","3400 ARCHIMEDES ST, Vancouver, BC, Canada",49.2348442,-123.0323193
"74",2014,1,2,8,41,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","18##","MAIN ST","Mount Pleasant","1800","1800 MAIN ST, Vancouver, BC, Canada",49.26872,-123.10042
"75",2014,1,2,8,44,"Business Planning & Services","311 Contact Centre","Citizen Feedback","74##","LABURNUM ST","Kerrisdale","7400","7400 LABURNUM ST, Vancouver, BC, Canada",49.2181758,-123.1508675
"76",2014,1,2,8,45,"ENG - Solid Waste","Sanitation","Street Litter Can Request","13##","MARINASIDE CRESCENT","Downtown","1300","1300 MARINASIDE CRESCENT, Vancouver, BC, Canada",49.271734,-123.1215129
"77",2014,1,2,8,46,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","27##","W 20TH AV","Arbutus Ridge","2700","2700 W 20TH AV, Vancouver, BC, Canada",49.2544451,-123.1653402
"78",2014,1,2,8,47,"ENG - Solid Waste","Sanitation","Missed Yard Trimmings and Food Scraps Pickup","27##","W 20TH AV","Arbutus Ridge","2700","2700 W 20TH AV, Vancouver, BC, Canada",49.2544451,-123.1653402
"79",2014,1,2,8,51,"CSG - Inspections","Electrical","Electrical Inspection Cancellation Case","13##","E 20TH AV","Kensington-Cedar Cottage","1300","1300 E 20TH AV, Vancouver, BC, Canada",49.2525247,-123.0777035
"80",2014,1,2,8,53,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","63##","CEDARHURST ST","Kerrisdale","6300","6300 CEDARHURST ST, Vancouver, BC, Canada",49.2291661,-123.1714044
"81",2014,1,2,8,54,"ENG - Solid Waste","Sanitation","Cart - Garbage","8##","W 24TH AV","South Cambie","800","800 W 24TH AV, Vancouver, BC, Canada",49.2500151,-123.1225054
"82",2014,1,2,9,1,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","7##","PRIOR ST","Strathcona","700","700 PRIOR ST, Vancouver, BC, Canada",49.2764443,-123.0894273
"83",2014,1,2,9,3,"ENG - Water & Sewer","Water Operations","Water Service Turn On/Off Request","6##","MAIN ST","Downtown","600","600 MAIN ST, Vancouver, BC, Canada",49.2793174,-123.0995343
"84",2014,1,2,9,4,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","29##","W 2ND AV","Kitsilano","2900","2900 W 2ND AV, Vancouver, BC, Canada",49.2700451,-123.1710118
"85",2014,1,2,9,5,"CSG - Licenses","Animal Control","Dead Animal Pickup Case","14##","E 49TH AV","Victoria-Fraserview","1400","1400 E 49TH AV, Vancouver, BC, Canada",49.2251651,-123.0770733
"86",2014,1,2,9,7,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","3##","KEEFER ST","Strathcona","300","300 KEEFER ST, Vancouver, BC, Canada",49.2792742,-123.096984
"87",2014,1,2,9,8,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","##","E BROADWAY","Mount Pleasant","00","00 E BROADWAY, Vancouver, BC, Canada",49.26237,-123.06707
"88",2014,1,2,9,10,"Public Safety - Fire","Prevention","Fire Reinspection Request for Inspector","7##","GORE AV","Strathcona","700","700 GORE AV, Vancouver, BC, Canada",49.278291,-123.0968513
"89",2014,1,2,9,15,"ENG - Solid Waste","Sanitation","Collection Calendar Mail-Out Request","53##","CULLODEN ST","Kensington-Cedar Cottage","5300","5300 CULLODEN ST, Vancouver, BC, Canada",49.23668,-123.0781551
"90",2014,1,2,9,15,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","41##","HEATHER ST","South Cambie","4100","4100 HEATHER ST, Vancouver, BC, Canada",49.2488634,-123.120154
"91",2014,1,2,9,16,"ENG - Solid Waste","Sanitation","Cart - Garbage","60##","COLLINGWOOD PLACE","Dunbar Southlands","6000","6000 COLLINGWOOD PLACE, Vancouver, BC, Canada",49.2315751,-123.1822504
"92",2014,1,2,9,25,"CSG - Inspections","Property Use","PUI Noise Complaint Case","34##","W BROADWAY","Kitsilano","3400","3400 W BROADWAY, Vancouver, BC, Canada",49.2641451,-123.1800524
"93",2014,1,2,9,27,"ENG - Solid Waste","Sanitation","Collection Calendar Mail-Out Request","40##","W 27TH AV","Dunbar Southlands","4000","4000 W 27TH AV, Vancouver, BC, Canada",49.2479951,-123.1937946
"94",2014,1,2,9,32,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","8##","E 52ND AV","Sunset","800","800 E 52ND AV, Vancouver, BC, Canada",49.2225449,-123.0878376
"95",2014,1,2,9,37,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","34##","W 39TH AV","Dunbar Southlands","3400","3400 W 39TH AV, Vancouver, BC, Canada",49.2363243,-123.180209
"96",2014,1,2,9,38,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","37##","BLENHEIM ST","Dunbar Southlands","3700","3700 BLENHEIM ST, Vancouver, BC, Canada",49.253612,-123.1784151
"97",2014,1,2,9,41,"ENG - Streets","Traffic and Electrical Operations","Sign - Repair","700"," - 799 E 37TH AV","Kensington-Cedar Cottage","700","700  - 799 E 37TH AV, Vancouver, BC, Canada",49.2364551,-123.0895536
"98",2014,1,2,9,44,"ENG - Transportation","Neighbourhood Parking and Transportation","Residential Parking Requests","34##","COMMERCIAL ST","Kensington-Cedar Cottage","3400","3400 COMMERCIAL ST, Vancouver, BC, Canada",49.253925,-123.0676605
"99",2014,1,2,9,45,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","4##","JACKSON AV","Strathcona","400","400 JACKSON AV, Vancouver, BC, Canada",49.2810618,-123.0932341
"100",2014,1,2,9,46,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","35##","HERON PLACE","Killarney","3500","3500 HERON PLACE, Vancouver, BC, Canada",49.2119474,-123.0261567
"101",2014,1,2,9,49,"Business Planning & Services","311 Contact Centre","Citizen Feedback","Intersection","E 38TH AV and EARLES ST","Renfrew-Collingwood","Intersection"," E 38TH AV and EARLES ST, Vancouver, BC, Canada",49.23585,-123.04886
"102",2014,1,2,9,51,"ENG - Solid Waste","Sanitation","Missed Recycling Pickup","34##","W 12TH AV","Kitsilano","3400","3400 W 12TH AV, Vancouver, BC, Canada",49.2614251,-123.1801601
"103",2014,1,2,9,52,"CSG - Licenses & Inspections","Administration Branch","Building Plans Information Request","31##","CLARK DRIVE","Mount Pleasant","3100","3100 CLARK DRIVE, Vancouver, BC, Canada",49.2565862,-123.0777051
"104",2014,1,2,9,52,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","19##","MAIN ST","Mount Pleasant","1900","1900 MAIN ST, Vancouver, BC, Canada",49.26804,-123.10021
"105",2014,1,2,9,53,"CSG - Licenses","License Office","Licence Payment Request Case","29##","HORLEY ST","Renfrew-Collingwood","2900","2900 HORLEY ST, Vancouver, BC, Canada",49.2391077,-123.0455765
"106",2014,1,2,9,53,"ENG - Streets","Streets Operations","Streets - General Issues","24##","W 10TH AV","Kitsilano","2400","2400 W 10TH AV, Vancouver, BC, Canada",49.2628151,-123.1602134
"107",2014,1,2,9,56,"ENG - Streets","Traffic and Electrical Operations","Street Light - Pole Repair","22##","CYPRESS ST","Kitsilano","2200","2200 CYPRESS ST, Vancouver, BC, Canada",49.2662075,-123.1478251
"108",2014,1,2,9,58,"ENG - Solid Waste","Sanitation","Cart - Garbage","71##","GLADSTONE ST","Victoria-Fraserview","7100","7100 GLADSTONE ST, Vancouver, BC, Canada",49.2192507,-123.061735
"109",2014,1,2,9,59,"ENG - Solid Waste","Sanitation","Cart - Green (Yard Trimmings and Food Scraps)","49##","CHATHAM ST","Renfrew-Collingwood","4900","4900 CHATHAM ST, Vancouver, BC, Canada",49.2399848,-123.0396712
"110",2014,1,2,9,59,"ENG - Water & Sewer","Water Operations","Water Service Locate Request","13##","E 3RD AV","Grandview-Woodland","1300","1300 E 3RD AV, Vancouver, BC, Canada",49.2676951,-123.0771947
"111",2014,1,2,10,1,"CSG - Licenses","License Office","Licence Payment Request Case","14##","E GEORGIA ST","Grandview-Woodland","1400","1400 E GEORGIA ST, Vancouver, BC, Canada",49.2784203,-123.075712
"112",2014,1,2,10,3,"ENG - Streets","Traffic and Electrical Operations","Street Light - Out","Intersection","ALMA ST and W 4TH AV","Kitsilano","Intersection"," ALMA ST and W 4TH AV, Vancouver, BC, Canada",49.26864,-123.18573
"113",2014,1,2,10,5,"ENG - Solid Waste","Sanitation","Street Cleaning & Debris Pickup","3900"," - 3999 W 23RD AV","Dunbar Southlands","3900","3900  - 3999 W 23RD AV, Vancouver, BC, Canada",49.2518551,-123.1910513
"114",2014,1,2,10,5,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","22##","E 38TH AV","Kensington-Cedar Cottage","2200","2200 E 38TH AV, Vancouver, BC, Canada",49.2357751,-123.0618814
"115",2014,1,2,10,9,"CSG - Licenses","License Office","Licence Payment Request Case","48##","MAIN ST","Riley Park","4800","4800 MAIN ST, Vancouver, BC, Canada",49.242176,-123.1013051
"116",2014,1,2,10,10,"ENG - Solid Waste","Sanitation","Abandoned Garbage Pickup - City Property & Parks","25##","W 5TH AV","Kitsilano","2500","2500 W 5TH AV, Vancouver, BC, Canada",49.2672851,-123.1624922
"117",2014,1,2,10,12,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","5##","BUTE ST","Downtown","500","500 BUTE ST, Vancouver, BC, Canada",49.2882522,-123.1232971
"118",2014,1,2,10,12,"PRB - Planning and Operations","Street Trees","Street Tree Work Request SR","8200"," - 8399 MATHESON CRESCENT","Killarney","8200","8200  - 8399 MATHESON CRESCENT, Vancouver, BC, Canada",49.2113047,-123.0264458
"119",2014,1,2,10,13,"Business Planning & Services","311 Contact Centre","Citizen Feedback","6##","E 14TH AV","Mount Pleasant","600","600 E 14TH AV, Vancouver, BC, Canada",49.25772,-123.09107
"120",2014,1,2,10,20,"ENG - Solid Waste","Sanitation","Recycling Bag Request","9##","E 16TH AV","Kensington-Cedar Cottage","900","900 E 16TH AV, Vancouver, BC, Canada",49.2562647,-123.0853012
"121",2014,1,2,10,21,"ENG - Solid Waste","Sanitation","Recycling Box Request","9##","E 16TH AV","Kensington-Cedar Cottage","900","900 E 16TH AV, Vancouver, BC, Canada",49.2562647,-123.0853012
"122",2014,1,2,10,24,"CSG - Inspections","Property Use","PUI Noise Complaint Case","14##","W 8TH AV","Fairview","1400","1400 W 8TH AV, Vancouver, BC, Canada",49.2643451,-123.1362335
"123",2014,1,2,10,24,"CSG - Licenses","License Office","Gone Out of Business Case","16##","HORNBY ST","Downtown","1600","1600 HORNBY ST, Vancouver, BC, Canada",49.27398,-123.13412
"124",2014,1,2,10,29,"ENG - Solid Waste","Sanitation","Recycling Bag Request","25##","E 16TH AV","Renfrew-Collingwood","2500","2500 E 16TH AV, Vancouver, BC, Canada",49.2555751,-123.0547479
"125",2014,1,2,10,31,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","13##","POWELL ST","Grandview-Woodland","1300","1300 POWELL ST, Vancouver, BC, Canada",49.2830053,-123.0766805
"126",2014,1,2,10,34,"ENG - Solid Waste","Sanitation","Missed Garbage Pickup","44##","W 12TH AV","West Point Grey","4400","4400 W 12TH AV, Vancouver, BC, Canada",49.2618251,-123.2063422
"127",2014,1,2,10,34,"Public Safety - Fire","Prevention","Fire Reinspection Request for Firehall","1##","E 8TH AV","Mount Pleasant","100","100 E 8TH AV, Vancouver, BC, Canada",49.2635847,-123.1026858
"128",2014,1,2,10,35,"ENG - Solid Waste","Sanitation","Recycling Bag Request","7##","NANAIMO ST","Grandview-Woodland","700","700 NANAIMO ST, Vancouver, BC, Canada",49.2782183,-123.0564351
